1486
12
559127189
1747606375
 0 1 1 47 77  8 (D 0,1,1) (S 49,10,15) (S 17,15,15) (S 35,15,14) (S 12,14,14) (S 23,13,13) (S 83,13,7) (D 0,1,1)
 0 1 2 41 116  7 (D 0,1,1) (S 39,25,31) (S 16,31,31) (S 53,35,36) (S 8,37,37) (S 58,37,33) (D 0,1,1)
 0 1 3 51 115  7 (D 0,1,1) (S 72,26,32) (S 3,32,32) (S 10,27,27) (S 76,27,33) (S 87,33,27) (D 0,1,1)
 0 1 4 40 106  6 (D 0,1,1) (S 34,31,30) (S 5,29,29) (S 19,30,30) (S 48,29,23) (D 0,1,1)
 0 1 5 47 103  8 (D 0,1,1) (S 37,15,25) (S 79,26,25) (S 6,24,24) (S 88,24,23) (S 69,23,24) (S 55,24,14) (D 0,1,1)
 0 1 6 43 100  7 (D 0,1,1) (S 32,24,25) (S 46,25,26) (S 54,26,19) (S 1,20,20) (S 33,17,16) (D 0,1,1)
 0 1 7 53 163  11 (D 0,1,1) (S 24,36,36) (S 75,37,36) (S 28,36,40) (S 7,40,40) (S 60,40,39) (S 14,39,39) (S 45,39,36) (S 9,41,41) (S 78,41,40) (D 0,1,1)
 0 1 8 69 107  11 (D 0,1,1) (S 25,2,2) (S 43,3,2) (S 30,3,9) (S 22,8,8) (S 20,9,9) (S 38,10,11) (S 61,11,5) (S 11,5,5) (S 67,4,3) (D 0,1,1)
 0 1 9 49 170  11 (D 0,1,1) (S 65,34,38) (S 15,38,38) (S 62,38,39) (S 66,39,38) (S 40,35,39) (S 51,39,35) (S 13,35,35) (S 27,34,34) (S 81,34,29) (D 0,1,1)
 0 1 10 55 143  9 (D 0,1,1) (S 41,18,22) (S 63,22,28) (S 44,28,27) (S 59,20,27) (S 42,27,21) (S 26,21,21) (S 85,28,22) (D 0,1,1)
 0 1 11 59 131  11 (D 0,1,1) (S 77,12,6) (S 47,6,12) (S 31,11,17) (S 4,17,17) (S 73,17,20) (S 82,20,19) (S 2,19,19) (S 80,13,23) (S 18,23,23) (D 0,1,1)
 0 1 12 73 155  16 (D 0,1,1) (S 57,3,4) (S 21,4,4) (S 50,4,10) (S 64,15,16) (S 70,16,19) (S 84,16,15) (S 36,16,11) (S 68,11,12) (S 56,12,11) (S 74,7,8) (S 29,8,9) (S 52,8,2) (S 86,1,7) (S 71,7,1) (D 0,1,1)
