1408
11
831700908
1747606391
 0 1 1 56 108  7 (D 0,1,1) (S 30,9,10) (S 10,10,10) (S 64,4,3) (S 16,3,3) (S 8,4,4) (D 0,1,1)
 0 1 2 49 129  9 (D 0,1,1) (S 60,22,28) (S 25,28,28) (S 72,34,24) (S 7,17,17) (S 36,17,16) (S 33,16,10) (S 70,16,15) (D 0,1,1)
 0 1 3 52 107  10 (D 0,1,1) (S 51,2,8) (S 1,8,8) (S 42,8,14) (S 77,15,21) (S 69,21,15) (S 4,15,15) (S 55,9,15) (S 9,14,14) (D 0,1,1)
 0 1 4 42 135  10 (D 0,1,1) (S 37,23,24) (S 20,24,24) (S 52,24,34) (S 58,32,33) (S 74,33,32) (S 48,32,31) (S 66,31,32) (S 47,32,27) (D 0,1,1)
 0 1 5 56 102  7 (D 0,1,1) (S 11,2,2) (S 38,2,13) (S 21,12,12) (S 3,19,19) (S 44,19,18) (D 0,1,1)
 0 1 6 54 128  8 (D 0,1,1) (S 15,29,29) (S 71,29,25) (S 39,25,26) (S 35,26,31) (S 26,31,30) (S 79,30,25) (D 0,1,1)
 0 1 7 54 122  9 (D 0,1,1) (S 65,14,20) (S 5,20,20) (S 53,20,26) (S 2,26,26) (S 67,26,20) (S 19,21,21) (S 27,22,15) (D 0,1,1)
 0 1 8 59 124  9 (D 0,1,1) (S 46,6,18) (S 45,12,18) (S 14,18,18) (S 28,19,25) (S 17,25,25) (S 50,25,29) (S 57,29,18) (D 0,1,1)
 0 1 9 66 118  11 (D 0,1,1) (S 63,1,7) (S 18,13,13) (S 34,13,12) (S 49,13,7) (S 12,7,7) (S 75,1,6) (S 73,6,7) (S 54,7,6) (S 24,6,6) (D 0,1,1)
 0 1 10 59 161  9 (D 0,1,1) (S 61,17,24) (S 62,24,11) (S 68,10,11) (S 6,11,11) (S 56,11,5) (S 22,5,5) (S 76,5,4) (D 0,1,1)
 0 1 11 67 174  12 (D 0,1,1) (S 59,16,23) (S 31,23,22) (S 40,23,28) (S 43,28,27) (S 78,27,28) (S 29,28,33) (S 32,33,34) (S 13,34,34) (S 23,27,27) (S 41,27,21) (D 0,1,1)
