37782
22
106835850
1747607130
 0 1 1 842 1365  4 (D 0,1,1) (S 79,28,28) (S 70,29,29) (D 0,1,1)
 0 1 2 951 1362  5 (D 0,1,1) (S 84,36,36) (S 65,37,37) (S 53,46,46) (D 0,1,1)
 0 1 3 931 1471  5 (D 0,1,1) (S 14,59,59) (S 75,58,58) (S 12,67,67) (D 0,1,1)
 0 1 4 910 1568  6 (D 0,1,1) (S 89,40,40) (S 41,41,41) (S 57,42,42) (S 73,43,43) (D 0,1,1)
 0 1 5 959 1371  4 (D 0,1,1) (S 81,38,38) (S 76,35,35) (D 0,1,1)
 0 1 6 965 1564  7 (D 0,1,1) (S 30,17,17) (S 2,20,20) (S 7,31,31) (S 49,30,30) (S 91,18,18) (D 0,1,1)
 0 1 7 888 1409  7 (D 0,1,1) (S 64,54,54) (S 62,74,74) (S 39,87,87) (S 87,85,85) (S 26,52,52) (D 0,1,1)
 0 1 8 960 1337  6 (D 0,1,1) (S 4,72,72) (S 88,32,32) (S 28,21,21) (S 24,10,10) (D 0,1,1)
 0 1 9 986 1777  4 (D 0,1,1) (S 90,93,93) (S 45,90,90) (D 0,1,1)
 0 1 10 1019 1453  5 (D 0,1,1) (S 48,5,5) (S 5,16,16) (S 38,6,6) (D 0,1,1)
 0 1 11 1069 1676  7 (D 0,1,1) (S 36,68,68) (S 6,69,69) (S 20,70,70) (S 54,60,60) (S 80,61,61) (D 0,1,1)
 0 1 12 1156 1743  7 (D 0,1,1) (S 52,79,79) (S 55,78,78) (S 66,77,77) (S 69,75,75) (S 31,55,55) (D 0,1,1)
 0 1 13 1020 1318  6 (D 0,1,1) (S 82,14,14) (S 13,15,15) (S 25,13,13) (S 63,2,2) (D 0,1,1)
 0 1 14 1176 1900  7 (D 0,1,1) (S 29,51,51) (S 59,63,63) (S 21,64,64) (S 74,50,50) (S 32,48,48) (D 0,1,1)
 0 1 15 1217 1554  6 (D 0,1,1) (S 43,33,33) (S 51,34,34) (S 46,44,44) (S 11,24,24) (D 0,1,1)
 0 1 16 1316 2065  7 (D 0,1,1) (S 92,89,89) (S 37,92,92) (S 33,91,91) (S 60,80,80) (S 44,81,81) (D 0,1,1)
 0 1 17 1422 2024  6 (D 0,1,1) (S 86,7,7) (S 72,8,8) (S 47,9,9) (S 18,19,19) (D 0,1,1)
 0 1 18 1578 2099  9 (D 0,1,1) (S 71,45,45) (S 35,47,47) (S 83,49,49) (S 15,39,39) (S 3,27,27) (S 61,26,26) (S 56,25,25) (D 0,1,1)
 0 1 19 1622 2170  7 (D 0,1,1) (S 19,65,65) (S 1,76,76) (S 58,57,57) (S 10,66,66) (S 8,56,56) (D 0,1,1)
 0 1 20 1603 2127  6 (D 0,1,1) (S 68,53,53) (S 9,73,73) (S 16,86,86) (S 67,88,88) (D 0,1,1)
 0 1 21 1600 2487  8 (D 0,1,1) (S 77,71,71) (S 17,62,62) (S 93,94,94) (S 22,84,84) (S 42,83,83) (S 78,82,82) (D 0,1,1)
 0 1 22 1575 1942  8 (D 0,1,1) (S 40,1,1) (S 27,3,3) (S 23,4,4) (S 85,12,12) (S 34,23,23) (S 50,22,22) (D 0,1,1)
