169455
58
323978751
1747629800
 0 1 1 1623 2171  3 (D 0,1,1) (S 431,346,347) (D 0,1,1)
 0 1 2 1735 2920  3 (D 0,1,1) (S 492,344,366) (D 0,1,1)
 0 1 3 1164 1754  6 (D 0,1,1) (S 444,287,386) (S 334,54,54) (S 55,265,265) (S 521,424,21) (D 0,1,1)
 0 1 4 1180 1598  12 (D 0,1,1) (S 363,264,389) (S 309,45,45) (S 516,45,348) (S 356,348,349) (S 460,349,419) (S 269,285,285) (S 434,285,27) (S 332,27,27) (S 518,27,383) (S 517,27,417) (D 0,1,1)
 0 1 5 1085 1793  11 (D 0,1,1) (S 354,38,355) (S 258,274,274) (S 136,271,271) (S 400,262,397) (S 678,614,613) (S 322,145,145) (S 26,316,316) (S 353,479,293) (S 576,86,553) (D 0,1,1)
 0 1 6 1208 2571  8 (D 0,1,1) (S 606,512,569) (S 629,569,570) (S 497,569,513) (S 549,513,514) (S 147,319,319) (S 349,513,512) (D 0,1,1)
 0 1 7 1044 2803  8 (D 0,1,1) (S 555,100,510) (S 636,578,577) (S 52,310,310) (S 67,299,299) (S 125,138,138) (S 86,148,148) (D 0,1,1)
 0 1 8 1145 2190  17 (D 0,1,1) (S 500,104,533) (S 278,309,309) (S 693,580,579) (S 339,127,126) (S 170,127,127) (S 222,126,126) (S 215,98,98) (S 669,98,507) (S 419,622,507) (S 597,579,318) (S 121,318,318) (S 341,538,506) (S 64,106,106) (S 676,106,96) (S 362,516,515) (D 0,1,1)
 0 1 9 1105 1777  9 (D 0,1,1) (S 480,447,410) (S 529,358,359) (S 486,413,375) (S 420,375,376) (S 268,16,16) (S 284,39,39) (S 381,39,416) (D 0,1,1)
 0 1 10 1057 1993  12 (D 0,1,1) (S 525,429,431) (S 657,471,472) (S 118,74,74) (S 333,73,73) (S 90,71,71) (S 100,72,72) (S 151,124,124) (S 360,634,635) (S 528,429,428) (S 567,428,427) (D 0,1,1)
 0 1 11 1093 2065  17 (D 0,1,1) (S 281,140,140) (S 251,76,76) (S 262,93,93) (S 523,483,482) (S 201,89,89) (S 616,484,485) (S 402,486,593) (S 157,110,110) (S 290,108,108) (S 181,107,107) (S 538,543,484) (S 370,545,302) (S 306,302,302) (S 613,302,582) (S 513,489,490) (D 0,1,1)
 0 1 12 1296 3019  5 (D 0,1,1) (S 612,661,662) (S 545,162,664) (S 371,663,238) (D 0,1,1)
 0 1 13 1087 3240  12 (D 0,1,1) (S 604,707,708) (S 507,158,159) (S 178,159,159) (S 154,158,158) (S 40,157,157) (S 291,167,167) (S 176,212,212) (S 689,671,670) (S 510,669,668) (S 695,668,676) (D 0,1,1)
 0 1 14 1123 2508  18 (D 0,1,1) (S 239,18,18) (S 142,17,17) (S 160,14,14) (S 1,13,13) (S 504,408,407) (S 674,392,32) (S 465,438,392) (S 248,31,31) (S 44,30,30) (S 276,289,289) (S 229,269,269) (S 272,270,270) (S 234,34,34) (S 264,280,280) (S 88,33,33) (S 126,32,32) (D 0,1,1)
 0 1 15 1284 2613  7 (D 0,1,1) (S 527,541,542) (S 340,588,586) (S 508,586,587) (S 99,311,311) (S 668,541,571) (D 0,1,1)
 0 1 16 1085 2163  19 (D 0,1,1) (S 638,550,583) (S 274,112,112) (S 305,94,94) (S 570,616,617) (S 240,141,141) (S 31,304,304) (S 361,524,551) (S 690,551,606) (S 299,301,301) (S 37,84,84) (S 200,85,85) (S 556,573,606) (S 618,573,574) (S 650,641,642) (S 398,640,555) (S 448,555,554) (S 357,301,605) (D 0,1,1)
 0 1 17 1178 2268  14 (D 0,1,1) (S 675,418,287) (S 345,387,386) (S 63,21,21) (S 243,75,75) (S 244,80,80) (S 392,80,631) (S 679,544,517) (S 565,539,540) (S 647,519,539) (S 607,539,581) (S 323,120,120) (S 192,297,297) (D 0,1,1)
 0 1 18 1392 2488  8 (D 0,1,1) (S 462,497,501) (S 578,562,584) (S 35,115,115) (S 452,562,502) (S 489,567,568) (S 543,563,502) (D 0,1,1)
 0 1 19 1150 2931  21 (D 0,1,1) (S 15,161,161) (S 191,163,163) (S 446,163,711) (S 643,201,723) (S 256,201,201) (S 303,164,164) (S 639,164,665) (S 537,722,321) (S 92,240,240) (S 102,233,233) (S 471,681,682) (S 699,681,680) (S 581,680,716) (S 344,680,683) (S 378,728,170) (S 624,235,724) (S 128,214,214) (S 139,234,234) (S 252,321,321) (D 0,1,1)
 0 1 20 1174 2773  13 (D 0,1,1) (S 467,292,474) (S 424,602,601) (S 561,601,474) (S 11,292,292) (S 250,130,130) (S 153,83,83) (S 418,603,604) (S 308,128,128) (S 519,607,589) (S 632,589,476) (S 106,125,125) (D 0,1,1)
 0 1 21 1196 1889  12 (D 0,1,1) (S 439,349,350) (S 571,354,352) (S 666,346,353) (S 547,435,48) (S 615,267,67) (S 7,67,67) (S 266,267,267) (S 232,11,11) (S 310,56,56) (S 383,382,348) (D 0,1,1)
 0 1 22 1246 2135  13 (D 0,1,1) (S 652,437,16) (S 608,420,43) (S 601,421,360) (S 369,360,422) (S 236,43,43) (S 207,40,40) (S 66,35,35) (S 423,35,401) (S 440,401,409) (S 569,402,433) (S 522,402,35) (D 0,1,1)
 0 1 23 1199 2733  15 (D 0,1,1) (S 665,8,366) (S 470,380,379) (S 587,345,362) (S 404,10,381) (S 113,6,6) (S 315,283,283) (S 428,388,381) (S 122,290,290) (S 8,79,79) (S 82,9,9) (S 65,295,295) (S 39,23,23) (S 5,92,92) (D 0,1,1)
 0 1 24 1368 2183  15 (D 0,1,1) (S 506,38,441) (S 227,38,38) (S 298,262,262) (S 372,355,339) (S 673,339,4) (S 273,277,277) (S 461,337,336) (S 208,4,4) (S 81,3,3) (S 511,451,4) (S 388,339,338) (S 627,398,397) (S 617,38,423) (D 0,1,1)
 0 1 25 1669 2396  8 (D 0,1,1) (S 498,396,429) (S 493,425,426) (S 149,55,55) (S 206,291,291) (S 533,473,425) (S 293,282,282) (D 0,1,1)
 0 1 26 1240 2933  14 (D 0,1,1) (S 399,571,597) (S 3,137,137) (S 408,598,597) (S 359,558,557) (S 526,529,511) (S 75,135,135) (S 85,103,103) (S 289,102,102) (S 101,129,129) (S 395,599,529) (S 352,511,102) (S 649,557,598) (D 0,1,1)
 0 1 27 1374 2622  14 (D 0,1,1) (S 343,96,97) (S 330,306,306) (S 382,306,119) (S 267,119,119) (S 237,118,118) (S 185,97,97) (S 530,503,504) (S 559,504,505) (S 619,504,576) (S 694,505,307) (S 29,307,307) (S 588,505,496) (D 0,1,1)
 0 1 28 1591 2832  7 (D 0,1,1) (S 430,496,497) (S 550,564,563) (S 551,502,501) (S 582,630,629) (S 621,565,564) (D 0,1,1)
