542
11
62190025
1747958283
 0 1 1 25 59  6 (D 0,1,1) (S 35,12,13) (S 4,14,14) (S 26,14,16) (S 10,16,16) (D 0,1,1)
 0 1 2 24 56  7 (D 0,1,1) (S 20,10,11) (S 8,7,7) (S 33,6,8) (S 3,8,8) (S 31,8,27) (D 0,1,1)
 0 1 3 27 60  5 (D 0,1,1) (S 21,3,8) (S 9,22,22) (S 14,23,24) (D 0,1,1)
 0 1 4 21 33  5 (D 0,1,1) (S 7,24,24) (S 16,24,8) (S 27,4,10) (D 0,1,1)
 0 1 5 20 38  6 (D 0,1,1) (S 17,1,3) (S 44,3,6) (S 28,6,10) (S 29,4,19) (D 0,1,1)
 0 1 6 26 38  5 (D 0,1,1) (S 2,6,6) (S 22,5,9) (S 46,12,19) (D 0,1,1)
 0 1 7 25 46  6 (D 0,1,1) (S 25,1,19) (S 1,2,2) (S 15,2,12) (S 45,13,15) (D 0,1,1)
 0 1 8 20 24  3 (D 0,1,1) (S 42,1,17) (D 0,1,1)
 0 1 9 24 56  7 (D 0,1,1) (S 32,15,20) (S 5,20,20) (S 11,21,21) (S 41,18,25) (S 34,25,26) (D 0,1,1)
 0 1 10 26 61  7 (D 0,1,1) (S 36,13,14) (S 13,18,21) (S 30,21,23) (S 43,23,26) (S 12,26,27) (D 0,1,1)
 0 1 11 20 28  3 (D 0,1,1) (S 6,4,4) (D 0,1,1)
